geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
1243,-23.54828381,-46.65931344,sao paulo,SP
1244,-23.54997038,-46.66071143,sao paulo,SP
1245,-23.54929681,-46.66409038,sao paulo,SP
1246,-23.55452884,-46.66649131,sao paulo,SP
1247,-23.55064485,-46.66920044,sao paulo,SP
1248,-23.547337,-46.66800983,sao paulo,SP
1249,-23.54834858,-46.67079894,sao paulo,SP
1250,-23.54775479,-46.67201762,sao paulo,SP
1251,-23.5479335,-46.67459493,sao paulo,SP
1252,-23.54183058,-46.67913147,sao paulo,SP
1253,-23.5446871,-46.67914692,sao paulo,SP
1254,-23.54253108,-46.68191419,sao paulo,SP
1255,-23.54631329,-46.68140007,sao paulo,SP
1256,-23.54815432,-46.6827287,são paulo,SP
1257,-23.5436142,-46.68766585,sao paulo,SP
1258,-23.544731,-46.68676937,sao paulo,SP
1259,-23.54150682,-46.68516401,sao paulo,SP
1262,-23.55085639,-46.67735185,sao paulo,SP
1290,-23.54096134,-46.6577487,são paulo,SP
1301,-23.54892611,-46.65182115,sao paulo,SP
1302,-23.54780286,-46.64783925,sao paulo,SP
1303,-23.54919072,-46.64818241,sao paulo,SP
1304,-23.55409478,-46.65600341,sao paulo,SP
1305,-23.55168936,-46.65138434,sao paulo,SP
1306,-23.55393229,-46.64978129,sao paulo,SP
1307,-23.55283559,-46.65316949,sao paulo,SP
1308,-23.55590989,-46.65324842,sao paulo,SP
1309,-23.55462052,-46.65850521,sao paulo,SP
1310,-23.56126456,-46.65655424,sao paulo,SP
1311,-23.56471213,-46.65274077,sao paulo,SP
1312,-23.55604911,-46.64974667,sao paulo,SP
1313,-23.55681561,-46.65074499,sao paulo,SP
1314,-23.55173086,-46.64511207,sao paulo,SP
1315,-23.55426484,-46.64059258,sao paulo,SP
1316,-23.55291651,-46.63970305,sao paulo,SP
1317,-23.55577176,-46.63955302,sao paulo,SP
1318,-23.55577176,-46.63955302,sao paulo,SP
1319,-23.55166607,-46.64123081,sao paulo,SP
1320,-23.55796144,-46.63947869,sao paulo,SP
1321,-23.56373026,-46.64228882,sao paulo,SP
1322,-23.56329408,-46.64348421,sao paulo,SP
1323,-23.56640336,-46.6415854,sao paulo,SP
1324,-23.55637207,-46.64329165,sao paulo,SP
1325,-23.5572629,-46.64448071,sao paulo,SP
1326,-23.55579027,-46.64553047,sao paulo,SP
1327,-23.56597407,-46.6448441,sao paulo,SP
1328,-23.55570561,-46.64727675,sao paulo,SP
1329,-23.56228066,-46.64770279,sao paulo,SP
1330,-23.55861746,-46.64971033,sao paulo,SP
1331,-23.56233628,-46.65032774,sao paulo,SP
1332,-23.55961805,-46.65244034,sao paulo,SP
1333,-23.56662174,-46.64674897,sao paulo,SP
1401,-23.5753856,-46.65718692,sao paulo,SP
1402,-23.57865694,-46.66082655,sao paulo,SP
1403,-23.56913158,-46.65370445,sao paulo,SP
1404,-23.56876704,-46.65597109,sao paulo,SP
1405,-23.56571304,-46.65577318,sao paulo,SP
1406,-23.57679602,-46.67132872,sao paulo,SP
1407,-23.57727391,-46.67300312,sao paulo,SP
1408,-23.56727846,-46.66120351,sao paulo,SP
1409,-23.55988851,-46.65612222,sao paulo,SP
1410,-23.56246639,-46.66046137,sao paulo,SP
1411,-23.56411241,-46.66453034,sao paulo,SP
1412,-23.56428137,-46.66669384,sao paulo,SP
1413,-23.56136652,-46.66357298,sao paulo,SP
1414,-23.55936593,-46.6631841,sao paulo,SP
1415,-23.55520064,-46.66050841,sao paulo,SP
1416,-23.55999066,-46.66747367,sao paulo,SP
1417,-23.56141412,-46.66621924,sao paulo,SP
1418,-23.56312174,-46.65656671,sao paulo,SP
1419,-23.56410598,-46.65540204,sao paulo,SP
1420,-23.56442601,-46.65680587,sao paulo,SP
1421,-23.56318452,-46.66042148,sao paulo,SP
1422,-23.56388647,-46.6611318,sao paulo,SP
1423,-23.56976284,-46.65677241,sao paulo,SP
1424,-23.56814365,-46.66117893,sao paulo,SP
1425,-23.57280339,-46.65920219,sao paulo,SP
1426,-23.56655846,-46.66567255,sao paulo,SP
1427,-23.57318589,-46.66156307,sao paulo,SP
1428,-23.57417027,-46.66211656,sao paulo,SP
1429,-23.57637083,-46.663512,sao paulo,SP
1430,-23.57471529,-46.66616127,sao paulo,SP
1431,-23.57604471,-46.66509273,sao paulo,SP
1432,-23.57681026,-46.66595135,sao paulo,SP
1433,-23.57766152,-46.66914813,sao paulo,SP
1434,-23.57448841,-46.67268992,sao paulo,SP
1435,-23.57902261,-46.6704623,sao paulo,SP
1436,-23.57249502,-46.667433,sao paulo,SP
1437,-23.57240473,-46.67202071,sao paulo,SP
1438,-23.57047046,-46.67289209,sao paulo,SP
1439,-23.56587531,-46.67339066,sao paulo,SP
1440,-23.56847661,-46.67851755,sao paulo,SP
1441,-23.5649628,-46.67630075,sao paulo,SP
1442,-23.56370227,-46.67529086,sao paulo,SP
1443,-23.56750865,-46.68471806,sao paulo,SP
1444,-23.57153617,-46.68422691,sao paulo,SP
1445,-23.57272211,-46.68832732,sao paulo,SP
1446,-23.57539878,-46.67525442,sao paulo,SP
1447,-23.57251655,-46.67870396,sao paulo,SP
1448,-23.57867777,-46.67931237,sao paulo,SP
1449,-23.57643349,-46.68059393,sao paulo,SP
1450,-23.57592131,-46.68516203,sao paulo,SP
1451,-23.57472874,-46.6886263,sao paulo,SP
1452,-23.57081044,-46.69077501,sao paulo,SP
1453,-23.58455515,-46.68664014,sao paulo,SP
1454,-23.58259923,-46.68734709,sao paulo,SP
1455,-23.58040076,-46.69090844,sao paulo,SP
1456,-23.57716482,-46.69066779,sao paulo,SP
1457,-23.5746974,-46.69253939,sao paulo,SP
1472,-23.57054369,-46.69129668,sao paulo,SP
1489,-23.57664999,-46.68740005,sao paulo,SP
1501,-23.55205045,-46.63539411,sao paulo,SP
1502,-23.55467351,-46.63552025,sao paulo,SP
1503,-23.55889407,-46.63737421,sao paulo,SP
1504,-23.56525258,-46.63938215,sao paulo,SP
1505,-23.55535805,-46.63144751,sao paulo,SP
1506,-23.55988346,-46.63489364,sao paulo,SP
1507,-23.55818804,-46.63139015,sao paulo,SP
1508,-23.56148377,-46.63621608,sao paulo,SP
1509,-23.56749446,-46.63555395,sao paulo,SP
1510,-23.55759145,-46.63353748,sao paulo,SP
1511,-23.56072295,-46.63277989,sao paulo,SP
1512,-23.55390727,-46.6290814,sao paulo,SP
1513,-23.55733091,-46.63127846,sao paulo,SP
1514,-23.55306126,-46.62766024,sao paulo,SP
1516,-23.55918845,-46.61485963,sao paulo,SP
1517,-23.5593875,-46.62377126,sao paulo,SP
1518,-23.55893044,-46.62292374,sao paulo,SP
1519,-23.56155412,-46.62258414,sao paulo,SP
1520,-23.55889725,-46.62042915,sao paulo,SP
1521,-23.56075692,-46.62318387,sao paulo,SP
1522,-23.55901399,-46.61536545,sao paulo,SP
1523,-23.56366379,-46.6162649,sao paulo,SP
1524,-23.56722897,-46.61541736,sao paulo,SP
1525,-23.56475988,-46.63557919,sao paulo,SP
1526,-23.56624137,-46.6307142,sao paulo,SP
1527,-23.56223389,-46.6301281,sao paulo,SP
1528,-23.56496092,-46.62822254,sao paulo,SP
1529,-23.56884727,-46.63517002,sao paulo,SP
1530,-23.56829195,-46.62877714,sao paulo,SP
1531,-23.57106819,-46.63253912,sao paulo,SP
1532,-23.57088935,-46.63552278,sao paulo,SP
1533,-23.5713337,-46.63872675,sao paulo,SP
1534,-23.56773127,-46.62624353,sao paulo,SP
1535,-23.57211969,-46.62541715,sao paulo,SP
1536,-23.56709014,-46.62314379,sao paulo,SP
1537,-23.5768489,-46.62366569,sao paulo,SP
1538,-23.573205,-46.62290025,sao paulo,SP
1539,-23.57157857,-46.62022212,sao paulo,SP
1540,-23.56561935,-46.62178155,sao paulo,SP
1541,-23.5687223,-46.61880092,sao paulo,SP
1542,-23.5711962,-46.62424845,sao paulo,SP
1543,-23.57563592,-46.62076736,sao paulo,SP
1544,-23.57694251,-46.62156166,sao paulo,SP
1545,-23.58137306,-46.6179884,sao paulo,SP
1546,-23.57955455,-46.62235968,sao paulo,SP
1547,-23.5827745,-46.62048259,sao paulo,SP
1548,-23.57690167,-46.61352958,sao paulo,SP
1549,-23.57610825,-46.61545503,sao paulo,SP
1550,-23.57246209,-46.61617544,sao paulo,SP
1551,-23.57174196,-46.61252697,sao paulo,SP
1552,-23.5677241,-46.61119234,sao paulo,SP
1553,-23.57430308,-46.6095495,sao paulo,SP
2009,-23.5157991,-46.64113909,sao paulo,SP
2010,-23.51380026,-46.62632109,sao paulo,SP
2011,-23.50527258,-46.62628243,sao paulo,SP
2012,-23.51395046,-46.6295076,sao paulo,SP
2013,-23.50218558,-46.63382294,sao paulo,SP
2016,-23.50113952,-46.62721984,sao paulo,SP
2017,-23.5002965,-46.63499361,sao paulo,SP
2018,-23.49527298,-46.62938073,sao paulo,SP
2019,-23.498262,-46.62921011,sao paulo,SP
2020,-23.49599337,-46.63267623,sao paulo,SP
2021,-23.49847853,-46.63638299,sao paulo,SP
2022,-23.50416851,-46.63768729,sao paulo,SP
2028,-23.50873264,-46.61831879,sao paulo,SP
2029,-23.51120381,-46.62128455,sao paulo,SP
2030,-23.50439805,-46.62462702,sao paulo,SP
2031,-23.50938209,-46.62517233,sao paulo,SP
2032,-23.51077923,-46.62392355,sao paulo,SP
2033,-23.49898671,-46.61181333,sao paulo,SP
2034,-23.50457925,-46.62369396,sao paulo,SP
2035,-23.49578464,-46.62240995,sao paulo,SP
2036,-23.50200455,-46.62035129,sao paulo,SP
2037,-23.4998795,-46.62058472,sao paulo,SP
2038,-23.49453994,-46.62465712,sao paulo,SP
2039,-23.4929435,-46.62179762,sao paulo,SP
2040,-23.48929981,-46.62217322,sao paulo,SP
2041,-23.48878227,-46.62064292,sao paulo,SP
2042,-23.49503585,-46.61576348,sao paulo,SP
2043,-23.49015071,-46.61722447,sao paulo,SP
2044,-23.49514018,-46.61887748,sao paulo,SP
2045,-23.49670275,-46.61657004,sao paulo,SP
2046,-23.49157917,-46.6116227,sao paulo,SP
2047,-23.51652487,-46.62107904,sao paulo,SP
2049,-23.51416659,-46.61736559,sao paulo,SP
2050,-23.51782353,-46.61261278,sao paulo,SP
2051,-23.51216874,-46.60869756,sao paulo,SP
2052,-23.51152877,-46.60712817,sao paulo,SP
2053,-23.51042744,-46.6011795,sao paulo,SP
2054,-23.51664775,-46.60701488,sao paulo,SP
2055,-23.51390613,-46.60570247,sao paulo,SP
2056,-23.51127147,-46.60410412,sao paulo,SP
2060,-23.51925662,-46.6032018,sao paulo,SP
2064,-23.51707023,-46.59604573,sao paulo,SP
2065,-23.50787749,-46.60554418,sao paulo,SP
2066,-23.50926448,-46.60351727,sao paulo,SP
2067,-23.50708755,-46.60332727,sao paulo,SP
2068,-23.50373005,-46.61274296,sao paulo,SP
2069,-23.50517107,-46.61376759,sao paulo,SP
2071,-23.503095,-46.60971701,sao paulo,SP
2072,-23.49993667,-46.60575947,sao paulo,SP
2073,-23.50188318,-46.60739055,sao paulo,SP
2074,-23.50489456,-46.60203513,sao paulo,SP
2075,-23.50318938,-46.60153911,sao paulo,SP
2076,-23.50488716,-46.59908876,sao paulo,SP
2077,-23.50235015,-46.59722169,sao paulo,SP
2078,-23.50246061,-46.59374589,sao paulo,SP
2079,-23.49940762,-46.60480393,sao paulo,SP
2080,-23.49761258,-46.60588085,sao paulo,SP
2081,-23.49610248,-46.6041771,sao paulo,SP
2082,-23.49470126,-46.60712741,sao paulo,SP
2083,-23.4948483,-46.5973341,sao paulo,SP
2084,-23.49762798,-46.59973702,sao paulo,SP
2085,-23.49744368,-46.61260909,sao paulo,SP
2088,-23.50424026,-46.62074207,sao paulo,SP
2089,-23.51709448,-46.6166731,sao paulo,SP
2110,-23.51957149,-46.59507353,sao paulo,SP
2111,-23.51880847,-46.59381717,sao paulo,SP
2112,-23.52049866,-46.59288976,sao paulo,SP
2113,-23.51528796,-46.58734465,sao paulo,SP
2114,-23.52228692,-46.59078811,sao paulo,SP
2115,-23.52649951,-46.59188594,sao paulo,SP
2116,-23.51906498,-46.58460977,sao paulo,SP
2117,-23.51807042,-46.5939303,sao paulo,SP
2118,-23.51499054,-46.59291223,sao paulo,SP
2119,-23.511942,-46.59299116,sao paulo,SP
2120,-23.51041663,-46.59421775,sao paulo,SP
2121,-23.51194034,-46.58951775,sao paulo,SP
2122,-23.51220055,-46.58326617,sao paulo,SP
2123,-23.51194018,-46.5795832,sao paulo,SP
2124,-23.50596583,-46.57852189,sao paulo,SP
2125,-23.51003668,-46.58756029,sao paulo,SP
2126,-23.50685808,-46.59173846,sao paulo,SP
2127,-23.50555187,-46.58591683,sao paulo,SP
2128,-23.50525433,-46.59432001,sao paulo,SP
2129,-23.50402255,-46.58866191,sao paulo,SP
2130,-23.50871641,-46.58354303,sao paulo,SP
2131,-23.50418231,-46.58213905,sao paulo,SP
2132,-23.50167328,-46.57726866,sao paulo,SP
2133,-23.49921307,-46.584844,sao paulo,SP
2134,-23.49925305,-46.57848962,sao paulo,SP
2135,-23.49871714,-46.58801135,sao paulo,SP
2136,-23.49825445,-46.58310666,sao paulo,SP
2137,-23.49789339,-46.57642463,sao paulo,SP
2138,-23.49465956,-46.57459055,sao paulo,SP
2139,-23.49054405,-46.5737338,sao paulo,SP
2141,-23.48926442,-46.57108696,sao paulo,SP
2142,-23.51000478,-46.57721529,sao paulo,SP
2143,-23.50772029,-46.57521707,sao paulo,SP
2144,-23.50308536,-46.57083606,sao paulo,SP
2145,-23.50278823,-46.5667425,sao paulo,SP
2146,-23.50095702,-46.57088226,sao paulo,SP
2147,-23.49836193,-46.5651667,sao paulo,SP
2150,-23.49379917,-46.56839711,sao paulo,SP
2151,-23.49700388,-46.56997423,sao paulo,SP
2152,-23.49810216,-46.57243942,sao paulo,SP
2161,-23.49071285,-46.56935969,sao paulo,SP
2162,-23.49041241,-46.56250346,sao paulo,SP
2166,-23.52506009,-46.58415603,sao paulo,SP
2167,-23.52290395,-46.5818041,sao paulo,SP
2168,-23.52013795,-46.57970415,sao paulo,SP
2169,-23.5210005,-46.57796418,sao paulo,SP
2170,-23.52536002,-46.57602191,sao paulo,SP
2174,-23.52306256,-46.57211542,sao paulo,SP
2175,-23.51595756,-46.5744967,sao paulo,SP
2176,-23.5131706,-46.57298968,sao paulo,SP
2177,-23.51150689,-46.56917912,sao paulo,SP
2178,-23.52175396,-46.57073325,sao paulo,SP
2179,-23.52015388,-46.56818354,sao paulo,SP
2180,-23.51997319,-46.56591675,sao paulo,SP
2181,-23.51775413,-46.56095273,sao paulo,SP
2185,-23.51649734,-46.56782304,sao paulo,SP
2186,-23.51335483,-46.56877347,sao paulo,SP
2187,-23.51553701,-46.5648995,sao paulo,SP
2188,-23.51024063,-46.56677253,sao paulo,SP
2189,-23.50780923,-46.56770191,sao paulo,SP
2190,-23.50736822,-46.56400128,sao paulo,SP
2201,-23.48441029,-46.5913819,sao paulo,SP
2202,-23.49290529,-46.5943272,sao paulo,SP
2203,-23.49192999,-46.5913465,sao paulo,SP
2204,-23.48606908,-46.59117467,sao paulo,SP
2205,-23.48903389,-46.59122368,sao paulo,SP
2206,-23.48438902,-46.59482372,sao paulo,SP
2207,-23.48586999,-46.58787739,sao paulo,SP
2208,-23.48268805,-46.58823701,sao paulo,SP
2209,-23.48506483,-46.58262132,sao paulo,SP
2210,-23.48274256,-46.58282652,sao paulo,SP
2211,-23.49740286,-46.59359475,sao paulo,SP
2212,-23.49520442,-46.58943988,sao paulo,SP
2213,-23.49671906,-46.5878003,sao paulo,SP
2214,-23.49344138,-46.586998,sao paulo,SP
2215,-23.49068026,-46.58362086,sao paulo,SP
2216,-23.49352592,-46.57920174,sao paulo,SP
2217,-23.49046087,-46.58084228,sao paulo,SP
2218,-23.48705964,-46.58465116,sao paulo,SP
2219,-23.49106375,-46.58645104,sao paulo,SP
2220,-23.49041218,-46.57794384,sao paulo,SP
2221,-23.48210815,-46.58128894,sao paulo,SP
2222,-23.48236742,-46.5774251,sao paulo,SP
2223,-23.48032524,-46.57860593,sao paulo,SP
2224,-23.48454755,-46.57495858,sao paulo,SP
2225,-23.48234428,-46.57492595,sao paulo,SP
2226,-23.47965274,-46.57444416,sao paulo,SP
2227,-23.47813703,-46.57254629,sao paulo,SP
2228,-23.47501919,-46.57165347,sao paulo,SP
2229,-23.47475819,-46.56922155,sao paulo,SP
2230,-23.48370781,-46.56369504,sao paulo,SP
2231,-23.47823636,-46.56443274,sao paulo,SP
2232,-23.47506606,-46.56415992,sao paulo,SP
2233,-23.47785348,-46.56445544,sao paulo,SP
2234,-23.47806194,-46.56847449,sao paulo,SP
2235,-23.4785896,-46.57724226,sao paulo,SP
2236,-23.4725225,-46.56816113,sao paulo,SP
2237,-23.46531197,-46.57086847,sao paulo,SP
2238,-23.47097699,-46.56986746,sao paulo,SP
2239,-23.48466146,-46.60883103,sao paulo,SP
2240,-23.47891339,-46.602961,sao paulo,SP
2241,-23.49051879,-46.60742306,sao paulo,SP
2242,-23.4878141,-46.60719995,sao paulo,SP
2243,-23.49142866,-46.60417913,sao paulo,SP
2244,-23.48841319,-46.60530258,sao paulo,SP
2245,-23.48514562,-46.60625548,sao paulo,SP
2246,-23.48836054,-46.60200264,sao paulo,SP
2247,-23.48578804,-46.60092226,sao paulo,SP
2248,-23.48300334,-46.59993396,sao paulo,SP
2249,-23.48854423,-46.59715266,sao paulo,SP
2250,-23.48664049,-46.59554133,sao paulo,SP
2251,-23.47865382,-46.58874372,sao paulo,SP
2252,-23.47872387,-46.58824,sao paulo,SP
2253,-23.47902065,-46.59546661,sao paulo,SP
2254,-23.4812496,-46.59321373,sao paulo,SP
2255,-23.47664386,-46.59206799,sao paulo,SP
2256,-23.47542247,-46.58729346,sao paulo,SP
2257,-23.4729386,-46.58348354,sao paulo,SP
2258,-23.47644656,-46.58215513,sao paulo,SP
2259,-23.47170143,-46.58145852,sao paulo,SP
2260,-23.46930258,-46.5805594,sao paulo,SP
2261,-23.46796159,-46.57785809,sao paulo,SP
2262,-23.46534629,-46.57498703,sao paulo,SP
2263,-23.46358565,-46.57511164,sao paulo,SP
2264,-23.46247742,-46.57672674,sao paulo,SP
2265,-23.47504935,-46.59203962,sao paulo,SP
2266,-23.47767972,-46.59880224,sao paulo,SP
2267,-23.47894956,-46.60117193,sao paulo,SP
2268,-23.46913691,-46.59426446,sao paulo,SP
2269,-23.47252334,-46.59604135,sao paulo,SP
2270,-23.47279357,-46.5926014,sao paulo,SP
2271,-23.46964092,-46.59041763,sao paulo,SP
2272,-23.46921854,-46.58657293,sao paulo,SP
2273,-23.46356068,-46.58574627,sao paulo,SP
2274,-23.46773393,-46.5868854,sao paulo,SP
2275,-23.46529839,-46.58997432,sao paulo,SP
2276,-23.46043548,-46.58447862,sao paulo,SP
2277,-23.46395666,-46.58181277,sao paulo,SP
2278,-23.4617189,-46.58021424,sao paulo,SP
2279,-23.46154956,-46.5737805,sao paulo,SP
2280,-23.45599761,-46.57542242,sao paulo,SP
2281,-23.4523793,-46.57435095,sao paulo,SP
2282,-23.4433035,-46.56802725,sao paulo,SP
2284,-23.4697032,-46.56868272,sao paulo,SP
2286,-23.40858677,-46.57960324,sao paulo,SP
2288,-23.432886,-46.57106152,sao paulo,SP
2289,-23.41889646,-46.5826694,sao paulo,SP
2290,-23.54329484,-46.63074319,sao paulo,SP
2301,-23.48834328,-46.61511257,sao paulo,SP
2302,-23.4861653,-46.6141066,sao paulo,SP
2303,-23.48192298,-46.61089104,sao paulo,SP
2304,-23.48064371,-46.60600111,sao paulo,SP
2305,-23.48031871,-46.60690161,sao paulo,SP
2306,-23.46621393,-46.60345433,sao paulo,SP
2307,-23.48119764,-46.60777486,sao paulo,SP
2308,-23.47733705,-46.60461411,sao paulo,SP
2309,-23.47590536,-46.60451205,sao paulo,SP
2310,-23.47305298,-46.60034359,sao paulo,SP
2311,-23.46901959,-46.6016403,sao paulo,SP
2312,-23.46575326,-46.59957726,sao paulo,SP
2313,-23.46379986,-46.60051069,sao paulo,SP
2314,-23.46152515,-46.59916422,sao paulo,SP
2315,-23.45973976,-46.6009096,sao paulo,SP
2316,-23.46225959,-46.59425618,sao paulo,SP
2317,-23.45793843,-46.59264168,sao paulo,SP
2318,-23.45115424,-46.59089296,sao paulo,SP
2319,-23.45005659,-46.59244298,sao paulo,SP
2320,-23.45074661,-46.59817364,sao paulo,SP
2321,-23.44749245,-46.58919047,sao paulo,SP
2322,-23.44513764,-46.59323282,sao paulo,SP
2323,-23.44029711,-46.58170474,sao paulo,SP
2324,-23.44564326,-46.58667152,sao paulo,SP
2325,-23.45435885,-46.58506974,sao paulo,SP
2326,-23.44711129,-46.57665649,sao paulo,SP
